raw_hand_source_stamp,raw_hand_frame,raw_hand_valid,raw_hand_x,raw_hand_y,raw_hand_z,raw_hand_qx,raw_hand_qy,raw_hand_qz,raw_hand_qw,confidence_x,confidence_y,confidence_z,confidence_roll,confidence_pitch,confidence_yaw,gesture,gesture_confidence,invalid_reason,source_index,intent_label,primary_axis,cue_stage_index,cue_sweep_subphase,cue_direction_sign
1.000000000,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.962172648,0.962172648,0.962172648,0.853468255,0.853468255,0.853468255,0,0.0,,0,ROTATION,RY,,,
1.166684866,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.894835681,0.894835681,0.894835681,0.855273598,0.855273598,0.855273598,0,0.0,,5,ROTATION,RY,,,
1.333555937,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.974836906,0.974836906,0.974836906,0.853956426,0.853956426,0.853956426,0,0.0,,10,ROTATION,RY,,,
1.500483036,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.996254682,0.996254682,0.996254682,0.854205256,0.854205256,0.854205256,0,0.0,,15,ROTATION,RY,,,
1.667420149,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.954633205,0.954633205,0.954633205,0.853991322,0.853991322,0.853991322,0,0.0,,20,ROTATION,RY,,,
1.834367514,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.854277775,0.854277775,0.854277775,0,0.0,,25,ROTATION,RY,,,
2.001324892,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.994088670,0.994088670,0.994088670,0.853086681,0.853086681,0.853086681,0,0.0,,30,ROTATION,RY,,,
2.168292522,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.853149950,0.853149950,0.853149950,0,0.0,,35,ROTATION,RY,,,
2.335078478,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.852680463,0.852680463,0.852680463,0,0.0,,40,ROTATION,RY,,,
2.501816034,camera_color_optical_frame,1,-0.010668845866,0.050414450147,0.996000047307,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.854437766,0.854437766,0.854437766,0,0.0,,45,ROTATION,RY,,,
