raw_hand_source_stamp,raw_hand_frame,raw_hand_valid,raw_hand_x,raw_hand_y,raw_hand_z,raw_hand_qx,raw_hand_qy,raw_hand_qz,raw_hand_qw,confidence_x,confidence_y,confidence_z,confidence_roll,confidence_pitch,confidence_yaw,gesture,gesture_confidence,invalid_reason,source_index,intent_label,primary_axis,cue_stage_index,cue_sweep_subphase,cue_direction_sign,m2_candidate_state,m2_candidate_translation_energy,m2_candidate_rotation_energy,m2_candidate_translation_rotation_ratio,m2_candidate_rotation_translation_ratio,m2_candidate_window_full,m2_candidate_reference_required
7.505480766,camera_color_optical_frame,1,-0.008957627482,0.050033676354,0.985000046785,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.852679504,0.852679504,0.852679504,0,0.0,,195,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.096407410766,0.179494047061,0.537106451967,1.861828314179,1,0
7.672177315,camera_color_optical_frame,1,-0.010394872483,0.048146198302,0.980000046548,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,1.000000000,1.000000000,1.000000000,0.851708081,0.851708081,0.851708081,0,0.0,,200,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.130305843357,0.179718938330,0.725053489450,1.379208588814,1,0
7.838869810,camera_color_optical_frame,1,-0.010491568971,0.049754442239,0.978000046453,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.982845610,0.982845610,0.982845610,0.850602186,0.850602186,0.850602186,0,0.0,,205,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.125601805446,0.217826835794,0.576613092636,1.734265164581,1,0
8.005558968,camera_color_optical_frame,1,-0.010341152212,0.046253129103,0.969000046025,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.961418144,0.961418144,0.961418144,0.851299745,0.851299745,0.851299745,0,0.0,,210,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.228478335685,0.224207353480,1.019049251233,0.981306839478,1,0
8.172243834,camera_color_optical_frame,1,-0.008702959649,0.042791403509,0.964000045788,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.856710394,0.856710394,0.856710394,0.850872222,0.850872222,0.850872222,0,0.0,,215,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.236258203722,0.202043070635,1.169345738907,0.855179068712,1,0
8.338943958,camera_color_optical_frame,1,-0.008721150209,0.046395541734,0.966000045883,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.996749729,0.996749729,0.996749729,0.851104188,0.851104188,0.851104188,0,0.0,,220,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.244899319341,0.182648215496,1.340825141248,0.745809404401,1,0
8.505644083,camera_color_optical_frame,1,-0.008821198286,0.046015774717,0.964000045788,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.954298150,0.954298150,0.954298150,0.849378967,0.849378967,0.849378967,0,0.0,,225,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.155963582849,0.206183679996,0.756430299684,1.321998868129,1,0
8.672340393,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.545480200115,-0.601969558320,0.299313967913,0.500494905819,0.986257928,0.986257928,0.986257928,0.849502037,0.849502037,0.849502037,0,0.0,,230,ROTATION,RY,0,OUTBOUND,-1,POSITION,0.098482584577,0.179928093276,0.547344123889,1.827004175900,1,0
8.839032888,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.547640044012,-0.595069630367,0.294087130350,0.509406789287,0.969262295,0.969262295,0.969262295,0.852655234,0.852655234,0.852655234,0,0.0,,235,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.080693546655,0.175606732490,0.459512830236,2.176217798940,1,0
9.005722046,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.550010388117,-0.596016390876,0.294120071221,0.505713771293,0.967839196,0.967839196,0.967839196,0.852801481,0.852801481,0.852801481,0,0.0,,240,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.069640421936,0.105475792306,0.660250285050,1.514577157547,1,0
9.172406912,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.548664949319,-0.606487889123,0.295422593635,0.493826593964,1.000000000,1.000000000,1.000000000,0.848838030,0.848838030,0.848838030,0,0.0,,245,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.108021672575,0.159084077270,0.679022529648,1.472705184787,1,0
9.339106321,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.544717929718,-0.611199671430,0.300847694608,0.489088952377,1.000000000,1.000000000,1.000000000,0.851519339,0.851519339,0.851519339,0,0.0,,250,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.120289538119,0.145807483029,0.824988783978,1.212137691348,1,0
9.505805492,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.545521205638,-0.613485704587,0.301393889059,0.484977966617,0.996798292,0.996798292,0.996798292,0.852460355,0.852460355,0.852460355,0,0.0,,255,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.124185580086,0.146389778083,0.848321390417,1.178798520580,1,0
9.672501087,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.545022285576,-0.612520701704,0.302893706614,0.485823528355,0.969040248,0.969040248,0.969040248,0.852947801,0.852947801,0.852947801,0,0.0,,260,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.099881912877,0.082587882488,1.209401547401,0.826855234433,1,0
9.839192629,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.542820253790,-0.606711317221,0.304823122260,0.494297899821,0.968487395,0.968487395,0.968487395,0.852024438,0.852024438,0.852024438,0,0.0,,265,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.084658826945,0.090826114698,0.932097857828,1.072848726774,1,0
10.005880594,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.543680706813,-0.609412979754,0.303095436290,0.491080711948,0.962922574,0.962922574,0.962922574,0.851716215,0.851716215,0.851716215,0,0.0,,270,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.079067791622,0.090279846018,0.875807781130,1.141803054901,1,0
10.172564507,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.546492799386,-0.609841671029,0.299561982738,0.489593070819,0.978586724,0.978586724,0.978586724,0.851194489,0.851194489,0.851194489,0,0.0,,275,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.082157697008,0.096117735721,0.854761053114,1.169917600195,1,0
10.339321375,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.546787678160,-0.607692056546,0.299580193995,0.491920020724,0.996805112,0.996805112,0.996805112,0.852265142,0.852265142,0.852265142,0,0.0,,280,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.056159917577,0.056287403223,0.997735094555,1.002270046887,1,0
10.506096601,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.550009435219,-0.601936749885,0.295051821780,0.498102592618,0.975814932,0.975814932,0.975814932,0.852946969,0.852946969,0.852946969,0,0.0,,285,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.092494921728,0.088810677980,1.041484243014,0.960168151086,1,0
10.672873259,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.550620474420,-0.600652688854,0.293150202014,0.500096390290,0.996881497,0.996881497,0.996881497,0.852054573,0.852054573,0.852054573,0,0.0,,290,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.106008311268,0.084370279516,1.256465095014,0.795883629373,1,0
10.839650631,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.550267579278,-0.607467605391,0.295708750955,0.490657756694,1.000000000,1.000000000,1.000000000,0.853794767,0.853794767,0.853794767,0,0.0,,295,ROTATION,RY,0,OUTBOUND,-1,ORIENTATION,0.116972681356,0.121764902922,0.960643654694,1.040968724577,1,0
11.006428719,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.548836092773,-0.611560746820,0.300063888974,0.484493610642,0.848825332,0.848825332,0.848825332,0.853343274,0.853343274,0.853343274,0,0.0,,300,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.149642024223,0.115247747257,1.298437737696,0.770156297039,1,0
11.173207760,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.549118952958,-0.606395344621,0.296457540667,0.492814354606,0.995666306,0.995666306,0.995666306,0.851716368,0.851716368,0.851716368,0,0.0,,305,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.184845639031,0.138139437607,1.338109103614,0.747323216993,1,0
11.339936972,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.548109557697,-0.602943352256,0.301757186806,0.494952348153,0.974440895,0.974440895,0.974440895,0.852933015,0.852933015,0.852933015,0,0.0,,310,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.181998638846,0.115949153021,1.569641813714,0.637088023053,1,0
11.506650925,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.548687714461,-0.604967013379,0.298343319073,0.493910891444,0.996878252,0.996878252,0.996878252,0.852543369,0.852543369,0.852543369,0,0.0,,315,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.144146201577,0.100121549734,1.439712049600,0.694583337187,1,0
11.673361301,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.543151117760,-0.604230547940,0.310246561344,0.493598398889,0.945205479,0.945205479,0.945205479,0.852447249,0.852447249,0.852447249,0,0.0,,320,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.080935157736,0.117295789998,0.690009059463,1.449256334080,1,0
11.840068817,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.541167617300,-0.584335279348,0.318044529947,0.514332157526,0.920570265,0.920570265,0.920570265,0.850075991,0.850075991,0.850075991,0,0.0,,325,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.102782544616,0.251135546995,0.409271191775,2.443367674285,1,0
12.006773233,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.532733568999,-0.571513737870,0.333873694814,0.527347464011,1.000000000,1.000000000,1.000000000,0.849692444,0.849692444,0.849692444,0,0.0,,330,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.127543094183,0.316739610024,0.402674910704,2.483392864608,1,0
12.173474073,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.517371524164,-0.557721359900,0.359700481730,0.540267668974,1.000000000,1.000000000,1.000000000,0.851234177,0.851234177,0.851234177,0,0.0,,335,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.119738380427,0.404699129028,0.295870121377,3.379861391027,1,0
12.340186834,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.517530872971,-0.558058235244,0.364659613828,0.536429089107,1.000000000,1.000000000,1.000000000,0.850231280,0.850231280,0.850231280,0,0.0,,340,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.104865754347,0.337806323492,0.310431590690,3.221321637326,1,0
12.506899595,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.515124041959,-0.550677359759,0.368708895612,0.543558108340,1.000000000,1.000000000,1.000000000,0.853212667,0.853212667,0.853212667,0,0.0,,345,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.084303255570,0.288611721435,0.292099209107,3.423494377325,1,0
12.673609257,camera_color_optical_frame,1,-0.008675673810,0.047458513289,0.963000045740,0.508197219558,-0.553245940071,0.374002593536,0.543853450717,1.000000000,1.000000000,1.000000000,0.850569428,0.850569428,0.850569428,0,0.0,,350,ROTATION,RY,0,RETURN,-1,ORIENTATION,0.108620827129,0.120704876667,0.899887644384,1.111249839067,1,0
